date,title,summary,topic,media,link
2022-08-12,"La Cámara Baja aprueba la ley fiscal, climática y sanitaria de Biden","WASHINGTON - La Cámara Baja de Estados Unidos aprobó este viernes la ley fiscal, climática y sanitaria del presidente, Joe Biden, una ambiciosa iniciativa de l...",Mundo,Noticel,https://www.noticel.com/mundo/20220812/la-camara-baja-aprueba-la-ley-fiscal-climatica-y-sanitaria-de-biden/
2022-08-12,Cámara de Comercio de PR juramenta su nueva directiva ,"La Cámara de Comercio de Puerto Rico (CCPR) celebró hoy la juramentación y toma de posesión de su nuevo presidente, Cameron McKenzie-Hertell, y su nueva Junta ...",Ahora,Noticel,https://www.noticel.com/ahora/20220812/camara-de-comercio-de-pr-juramenta-su-nueva-directiva/
2022-08-12,Secretario de Salud sobre nuevas guías del CDC: “Entiendo que sí debemos flexibilizar”,"Ante las flexibilizaciones acerca del distanciamiento y cuarentena por Covid-19 anunciadas por el Centros para el Control y Prevención de Enfermedades (CDC, po...",Ahora,Noticel,https://www.noticel.com/ahora/top-stories/20220812/secretario-de-salud-sobre-nuevas-guias-del-cdc-entiendo-que-si-debemos-flexibilizar/
2022-08-12,Pierluisi vuelve a minimizar los apagones de LUMA,"El gobernador, Pedro R. Pierluisi Urrutia volvió a minimizar hoy, viernes, las interrupciones de luz en la isla y la poca respuesta que hay por parte de LUMA E...",Gobierno,Noticel,https://www.noticel.com/gobierno/ahora/top-stories/20220812/pierluisi-vuelve-a-minimizar-los-apagones-de-luma/
2022-08-12,Esto es lo que se sabe sobre los documentos clasificados que Trump mantuvo en su poder,"El allanamiento esta semana del Negociado Federal de Investigaciones Criminales (FBI, por sus siglas en inglés) a la residencia de Donald J. Trump en Florida, ...",Ahora,Noticel,https://www.noticel.com/ahora/estados-unidos/20220812/esto-es-lo-que-se-sabe-sobre-los-documentos-clasificados-que-trump-mantuvo-en-su-poder/
2022-08-12,El juicio por fraude fiscal contra la Organización Trump arrancará en octubre,"NUEVA YORK - El juicio por presunto fraude fiscal contra la Organización Trump y contra quien durante muchos años fuera su director financiero, Allen Weisselbe...",Mundo,Noticel,https://www.noticel.com/mundo/20220812/el-juicio-por-fraude-fiscal-contra-la-organizacion-trump-arrancara-en-octubre/
2022-08-12,Nueva temporada de MB Sports TV por Wapa Deportes,"MB Sports, Inc. anunció hoy que estará presentando la edición número 14 de su programa deportivo MB Sports TV, por Wapa Deportes. La nueva temporada presentada...",Deportes,Noticel,https://www.noticel.com/deportes/20220812/nueva-temporada-de-mb-sports-tv-por-wapa-deportes/
2022-08-12,Corozal acaparó los Valores del Año de la LSVF ,"Los premios de Jugadora Más Valiosa, Dirigente del Año, Acomodadora del Año y Apoderada del Año del torneo 2022 de la Liga de Voleibol Superior Femenino (LVSF)...",Deportes,Noticel,https://www.noticel.com/deportes/20220812/corozal-acaparo-los-valores-del-ano-de-la-lsvf/
2022-08-12,Kany García busca llegar a los latinos en Estados Unidos,"La cantautora puertorriqueña Kany García se abre camino en el mercado de Estados Unidos, país donde el próximo día 26 inicia una gira de ocho conciertos por ci...",Música,Noticel,https://www.noticel.com/musica/pop/20220812/kany-garcia-busca-llegar-a-los-latinos-en-estados-unidos/
2022-08-12,Muere la actriz Anne Heche una semana después de su trágico accidente ,"La actriz estadounidense Anne Heche falleció este viernes a los 53 años, una semana después de sufrir un aparatoso accidente de tránsito mientras conducía a gr...",Cine,Noticel,https://www.noticel.com/pop/20220812/muere-la-actriz-anne-heche-una-semana-despues-de-su-tragico-accidente/
